Date,Food,Category
2025-07-14,Raspberries,Fruit
2025-07-14,Spring Onion,Vegetables
2025-07-14,Excluded,
2025-07-14,Rice,Other
2025-07-14,Pepper,Vegetables
2025-07-14,Onion,Vegetables
2025-07-15,Oats,Other
2025-07-15,Peanut,Other
2025-07-15,Sunflower Seed,Other
2025-07-15,Strawberries,Fruit
2025-07-15,Blueberries,Fruit
2025-07-15,Cranberries,Fruit
2025-07-15,Peanut,Other
2025-07-15,Kidney Bean,Other
2025-07-15,Rice,Other
2025-07-16,Almond,Other
2025-07-16,Chocolate,Other
2025-07-16,Excluded,
2025-07-16,Peanut,Other
2025-07-17,Haricot Bean,Other
2025-07-17,Potato,Vegetables
2025-07-17,Coffee,Other
2025-07-17,Cucumber,Vegetables
2025-07-17,Tomato,Vegetables
2025-07-17,Brazil Nut,Other
2025-07-18,Oats,Other
2025-07-18,Peanut,Other
2025-07-18,Blackberries,Fruit
2025-07-18,Cherries,Fruit
2025-07-18,Pumpkin Seed,Other
2025-07-18,Coffee,Other
2025-07-18,Pistachio,Other
2025-07-18,Chocolate,Other
2025-07-18,Aubergine,Vegetables
2025-07-18,Potato,Vegetables
2025-07-18,Rice,Other
2025-07-18,Excluded,
2025-07-19,Banana,Fruit
2025-07-19,Mushroom,Vegetables
2025-07-19,Coffee,Other
2025-07-19,Excluded,
2025-07-19,Popcorn,Other
2025-07-19,Sweet Potato,Vegetables
2025-07-19,Excluded,
2025-07-20,Coffee,Other
2025-07-20,Apple,Fruit
2025-07-20,Hazelnut,Other
2025-07-20,Avocado,Fruit
2025-07-20,Sweet Potato,Vegetables
2025-07-21,Oats,Other
2025-07-21,Blueberries,Fruit
2025-07-21,Raspberries,Fruit
2025-07-21,Sunflower Seed,Other
2025-07-21,Cranberries,Fruit
2025-07-21,Coconut,Other
2025-07-21,Strawberries,Fruit
2025-07-21,Coffee,Other
2025-07-21,Walnut,Other
2025-07-21,Chocolate,Other
2025-07-21,Sweetcorn,Vegetables
2025-07-21,Chocolate,Other
2025-07-21,Chocolate,Other
2025-07-22,Brazil Nut,Other
2025-07-22,Flaxseed,Other
2025-07-22,Mango,Fruit
2025-07-22,Banana,Fruit
2025-07-22,Edamame,Other
2025-07-22,Melon,Fruit
2025-07-23,Banana,Fruit
2025-07-23,Oats,Other
2025-07-23,Peanut,Other
2025-07-23,Cherries,Fruit
2025-07-23,Blackberries,Fruit
2025-07-23,Pumpkin Seed,Other
2025-07-23,Potato,Vegetables
2025-07-24,Excluded,
2025-07-24,Excluded,
2025-07-24,Chocolate,Other
2025-07-24,Excluded,
2025-07-25,Almond,Other
2025-07-25,Grape,Fruit
2025-07-25,Haricot Bean,Other
2025-07-25,Tomato,Vegetables
2025-07-26,Coffee,Other
2025-07-26,Avocado,Fruit
2025-07-26,Rice,Other
2025-07-26,Avocado,Fruit
2025-07-26,Pepper,Vegetables
2025-07-26,Excluded,
2025-07-27,Apple,Fruit
2025-07-27,Coffee,Other
2025-07-27,Oats,Other
2025-07-27,Coconut,Other
2025-07-27,Pistachio,Other
2025-07-27,Cranberries,Fruit
2025-07-27,Strawberries,Fruit
2025-07-27,Blueberries,Fruit
2025-07-27,Rice,Other
2025-07-27,Onion,Vegetables
2025-07-27,Excluded,
2025-07-27,Excluded,
2025-07-28,Coffee,Other
2025-07-28,Walnut,Other
2025-07-28,Chocolate,Other
2025-07-28,Oats,Other
2025-07-28,Sunflower Seed,Other
2025-07-28,Hazelnut,Other
2025-07-28,Blackberries,Fruit
2025-07-28,Raspberries,Fruit
2025-07-28,Aubergine,Vegetables
2025-07-29,Kiwi,Fruit
2025-07-29,Brazil Nut,Other
2025-07-29,Chocolate,Other
2025-07-29,Watermelon,Fruit
2025-07-29,Peanut,Other
2025-07-29,Excluded,
2025-07-29,Excluded,
2025-07-30,Oats,Other
2025-07-30,Peanut,Other
2025-07-30,Cherries,Fruit
2025-07-30,Strawberries,Fruit
2025-07-30,Banana,Fruit
2025-07-30,Pumpkin Seed,Other
2025-07-30,Excluded,
2025-07-31,Banana,Fruit
2025-07-31,Grape,Fruit
2025-07-31,Almond,Other
2025-07-31,Sweet Potato,Vegetables
2025-07-31,Chocolate,Other
2025-07-31,Potato,Vegetables
2025-08-01,Prunes,Fruit
2025-08-01,Haricot Bean,Other
2025-08-01,Excluded,
2025-08-01,Mango,Fruit
2025-08-02,Avocado,Fruit
2025-08-02,Coffee,Other
2025-08-02,Prunes,Fruit
2025-08-02,Rice,Other
2025-08-02,Pepper,Vegetables
2025-08-02,Broccoli,Vegetables
2025-08-03,Coffee,Other
2025-08-03,Onion,Vegetables
2025-08-03,Excluded,
2025-08-04,Coconut,Other
2025-08-04,Oats,Other
2025-08-04,Cranberries,Fruit
2025-08-04,Raspberries,Fruit
2025-08-04,Blueberries,Fruit
2025-08-04,Peanut,Other
2025-08-04,Coffee,Other
2025-08-04,Kiwi,Fruit
2025-08-04,Watermelon,Fruit
2025-08-04,Carrot,Vegetables
2025-08-04,Potato,Vegetables
2025-08-04,Excluded,
2025-08-05,Coffee,Other
2025-08-05,Brazil Nut,Other
2025-08-05,Chocolate,Other
2025-08-05,Oats,Other
2025-08-05,Peanut,Other
2025-08-05,Blackberries,Fruit
2025-08-05,Strawberries,Fruit
2025-08-05,Pistachio,Other
2025-08-05,Pumpkin Seed,Other
2025-08-05,Tomato,Vegetables
2025-08-06,Coffee,Other
2025-08-06,Mushroom,Vegetables
2025-08-06,Rice,Other
2025-08-06,Avocado,Fruit
2025-08-06,Excluded,
2025-08-06,Chocolate,Other
2025-08-07,Excluded,
2025-08-07,Chocolate,Other
2025-08-08,Coffee,Other
2025-08-08,Grape,Fruit
2025-08-08,Oats,Other
2025-08-08,Almond,Other
2025-08-08,Sunflower Seed,Other
2025-08-08,Cherries,Fruit
2025-08-08,Banana,Fruit
2025-08-08,Tomato,Vegetables
2025-08-08,Chocolate,Other
2025-08-08,Hazelnut,Other
2025-08-08,Sweet Potato,Vegetables
2025-08-09,Coffee,Other
2025-08-09,Tomato,Vegetables
2025-08-10,Walnut,Other
2025-08-10,Haricot Bean,Other
2025-08-10,Mushroom,Vegetables
2025-08-10,Oats,Other
2025-08-10,Coconut,Other
2025-08-10,Cranberries,Fruit
2025-08-10,Pumpkin Seed,Other
2025-08-10,Blueberries,Fruit
2025-08-10,Raspberries,Fruit
2025-08-10,Chocolate,Other
2025-08-10,Spring Onion,Vegetables
2025-08-10,Rice,Other
2025-08-10,Excluded,
2025-08-10,Edamame,Other
2025-08-11,Chocolate,Other
2025-08-11,Broccoli,Vegetables
2025-08-11,Potato,Vegetables
2025-08-11,Sweet Potato,Vegetables
2025-08-12,Prunes,Fruit
2025-08-12,Brazil Nut,Other
2025-08-12,Oats,Other
2025-08-12,Peanut,Other
2025-08-12,Sunflower Seed,Other
2025-08-12,Strawberries,Fruit
2025-08-12,Blackberries,Fruit
2025-08-12,Blueberries,Fruit
2025-08-12,Pak Choi,Vegetables
2025-08-12,Rice,Other
2025-08-13,Broccoli,Vegetables
2025-08-13,Potato,Vegetables
2025-08-13,Sweet Potato,Vegetables
2025-08-13,Chocolate,Other
2025-08-14,Pistachio,Other
2025-08-14,Prunes,Fruit
2025-08-14,Excluded,
2025-08-15,Almond,Other
2025-08-15,Oats,Other
2025-08-15,Cranberries,Fruit
2025-08-15,Pumpkin Seed,Other
2025-08-15,Raspberries,Fruit
2025-08-15,Strawberries,Fruit
2025-08-15,Chocolate,Other
2025-08-16,Excluded,
2025-08-19,Excluded,
2025-08-19,Rice,Other
2025-08-21,Oats,Other
2025-08-21,Blackberries,Fruit
2025-08-21,Raspberries,Fruit
2025-08-21,Coconut,Other
2025-08-21,Pumpkin Seed,Other
2025-08-21,Peanut,Other
2025-08-21,Potato,Vegetables
2025-08-30,Mushroom,Vegetables
2025-08-30,Rice,Other
2025-08-30,Tomato,Vegetables
2025-08-31,Chocolate,Other
2025-08-31,Brazil Nut,Other
2025-08-31,Banana,Fruit
2025-08-31,Avocado,Fruit
2025-08-31,Rice,Other
2025-08-31,Excluded,
2025-09-01,Oats,Other
2025-09-01,Peanut,Other
2025-09-01,Banana,Fruit
2025-09-01,Strawberries,Fruit
2025-09-01,Excluded,
2025-09-01,Almond,Other
2025-09-01,Chocolate,Other
2025-09-02,Walnut,Other
2025-09-02,Chocolate,Other
2025-09-02,Banana,Fruit
2025-09-02,Excluded,
2025-09-03,Oats,Other
2025-09-03,Cranberries,Fruit
2025-09-03,Sunflower Seed,Other
2025-09-06,Mango,Fruit
2025-09-06,Pumpkin Seed,Other
2025-09-06,Mushroom,Vegetables
2025-09-06,Rice,Other
2025-09-07,Excluded,
2025-09-08,Oats,Other
2025-09-08,Peanut,Other
2025-09-08,Banana,Fruit
2025-09-08,Pumpkin Seed,Other
2025-09-09,Oats,Other
2025-09-09,Peanut,Other
2025-09-09,Sunflower Seed,Other
2025-09-09,Banana,Fruit
2025-09-09,Rice,Other
2025-09-09,Carrot,Vegetables
2025-09-09,Excluded,
2025-09-10,Oats,Other
2025-09-10,Walnut,Other
2025-09-10,Coconut,Other
2025-09-10,Blueberries,Fruit
2025-09-10,Oats,Other
2025-09-11,Oats,Other
2025-09-11,Chocolate,Other
2025-09-11,Brazil Nut,Other
2025-09-11,Excluded,
2025-09-17,Banana,Fruit
2025-09-17,Brazil Nut,Other
2025-09-17,Blackberries,Fruit
2025-09-17,Flaxseed,Other
2025-09-17,Chocolate,Other
2025-09-17,Almond,Other
2025-09-18,Onion,Vegetables
2025-09-18,Potato,Vegetables
2025-09-18,Carrot,Vegetables
2025-09-18,Excluded,
2025-09-18,Avocado,Fruit
2025-09-18,Chocolate,Other
2025-09-18,Hazelnut,Other
2025-09-18,Chocolate,Other
2025-09-20,Banana,Fruit
2025-09-20,Avocado,Fruit
2025-09-20,Hazelnut,Other
2025-09-20,Popcorn,Other
2025-09-20,Excluded,
2025-09-20,Chocolate,Other
2025-09-20,Almond,Other
2025-09-20,Rice,Other
2025-09-20,Broccoli,Vegetables
2025-09-21,Coffee,Other
2025-09-21,Sweet Potato,Vegetables
2025-09-21,Onion,Vegetables
2025-09-21,Carrot,Vegetables
2025-09-21,Parsnip,Vegetables
2025-09-21,Green Beans,Vegetables
2025-09-21,Potato,Vegetables
2025-09-21,Excluded,
2025-09-21,Chocolate,Other
2025-09-22,Sweet Potato,Vegetables
2025-09-22,Broccoli,Vegetables
2025-09-22,Pistachio,Other
2025-09-22,Chocolate,Other
2025-09-22,Rice,Other
2025-09-22,Onion,Vegetables
2025-09-22,Peanut,Other
2025-09-22,Broccoli,Vegetables
2025-09-22,Pak Choi,Vegetables
2025-09-24,Broccoli,Vegetables
2025-09-24,Sweet Potato,Vegetables
2025-09-24,Excluded,
2025-09-24,Potato,Vegetables
2025-09-24,Carrot,Vegetables
2025-09-25,Banana,Fruit
2025-09-25,Excluded,
2025-09-25,Excluded,
2025-09-25,Tomato,Vegetables
2025-09-26,Coffee,Other
2025-09-26,Oats,Other
2025-09-26,Strawberries,Fruit
2025-09-26,Blueberries,Fruit
2025-09-26,Sunflower Seed,Other
2025-09-26,Pumpkin Seed,Other
2025-09-26,Chickpea,Other
2025-09-26,Pinto Beans,Other
2025-09-26,Tomato,Vegetables
2025-09-26,Chocolate,Other
2025-09-26,Walnut,Other
2025-09-27,Mushroom,Vegetables
2025-09-27,Coconut,Other
2025-09-27,Blackberries,Fruit
2025-09-27,Raspberries,Fruit
2025-09-27,Almond,Other
2025-09-27,Chocolate,Other
2025-09-27,Rice,Other
2025-09-28,Avocado,Fruit
2025-09-28,Hazelnut,Other
2025-09-28,Excluded,
2025-09-29,Broccoli,Vegetables
2025-09-29,Sweet Potato,Vegetables
2025-09-29,Pistachio,Other
2025-09-29,Chocolate,Other
2025-09-29,Rice,Other
2025-09-29,Excluded,
2025-09-30,Oats,Other
2025-09-30,Cherries,Fruit
2025-09-30,Banana,Fruit
2025-09-30,Peanut,Other
2025-09-30,Brazil Nut,Other
2025-09-30,Chocolate,Other
2025-09-30,Pepper,Vegetables
2025-09-30,Onion,Vegetables
2025-09-30,Excluded,
2025-10-01,Coffee,Other
2025-10-01,Broccoli,Vegetables
2025-10-01,Walnut,Other
2025-10-01,Chocolate,Other
2025-10-02,Tomato,Vegetables
2025-10-02,Rice,Other
2025-10-03,Sweet Potato,Vegetables
2025-10-03,Broccoli,Vegetables
2025-10-03,Excluded,
2025-10-03,Excluded,
2025-10-04,Chocolate,Other
2025-10-04,Coconut,Other
2025-10-04,Pumpkin Seed,Other
2025-10-04,Blueberries,Fruit
2025-10-04,Raspberries,Fruit
2025-10-04,Pecan,Other
2025-10-04,Mushroom,Vegetables
2025-10-04,Potato,Vegetables
2025-10-04,Onion,Vegetables
2025-10-04,Rice,Other
2025-10-04,Oats,Other
2025-10-05,Avocado,Fruit
2025-10-05,Almond,Other
2025-10-05,Coffee,Other
2025-10-05,Strawberries,Fruit
2025-10-05,Mango,Fruit
2025-10-05,Sunflower Seed,Other
2025-10-05,Flaxseed,Other
2025-10-05,Chocolate,Other
2025-10-05,Chocolate,Other
2025-10-06,Oats,Other
2025-10-06,Cranberries,Fruit
2025-10-06,Brazil Nut,Other
2025-10-06,Raspberries,Fruit
2025-10-06,Blackberries,Fruit
2025-10-06,Broccoli,Vegetables
2025-10-06,Rice,Other
2025-10-07,Haricot Bean,Other
2025-10-07,Pistachio,Other
2025-10-07,Broccoli,Vegetables
2025-10-07,Sweet Potato,Vegetables
2025-10-07,Banana,Fruit
2025-10-07,Carrot,Vegetables
2025-10-07,Parsnip,Vegetables
2025-10-07,Potato,Vegetables
2025-10-07,Almond,Other
2025-10-08,Oats,Other
2025-10-08,Chocolate,Other
2025-10-08,Excluded,
2025-10-08,Excluded,
2025-10-09,Broccoli,Vegetables
2025-10-09,Sweet Potato,Vegetables
2025-10-09,Coffee,Other
2025-10-09,Oats,Other
2025-10-09,Strawberries,Fruit
2025-10-09,Blueberries,Fruit
2025-10-09,Cherries,Fruit
2025-10-09,Pumpkin Seed,Other
2025-10-09,Peanut,Other
2025-10-09,Chocolate,Other
2025-10-09,Walnut,Other
2025-10-10,Chocolate,Other
2025-10-10,Excluded,
2025-10-10,Rice,Other
2025-10-10,Excluded,
2025-10-11,Sweet Potato,Vegetables
2025-10-11,Carrot,Vegetables
2025-10-11,Popcorn,Other
2025-10-11,Chocolate,Other
2025-10-11,Hazelnut,Other
2025-10-11,Broccoli,Vegetables
2025-10-11,Sweet Potato,Vegetables
2025-10-11,Excluded,
2025-10-12,Avocado,Fruit
2025-10-12,Coffee,Other
2025-10-12,Chocolate,Other
2025-10-12,Rice,Other
2025-10-12,Chocolate,Other
2025-10-13,Pistachio,Other
2025-10-13,Chocolate,Other
2025-10-13,Excluded,
2025-10-14,Almond,Other
2025-10-14,Sunflower Seed,Other
2025-10-14,Flaxseed,Other
2025-10-14,Blackberries,Fruit
2025-10-14,Raspberries,Fruit
2025-10-14,Broccoli,Vegetables
2025-10-14,Rice,Other
2025-10-14,Broccoli,Vegetables
2025-10-15,Mushroom,Vegetables
2025-10-15,Oats,Other
2025-10-15,Coconut,Other
2025-10-15,Cranberries,Fruit
2025-10-15,Blueberries,Fruit
2025-10-15,Strawberries,Fruit
2025-10-15,Chocolate,Other
2025-10-15,Rice,Other
2025-10-16,Pumpkin Seed,Other
2025-10-16,Peanut,Other
2025-10-16,Banana,Fruit
2025-10-16,Blackberries,Fruit
2025-10-16,Blueberries,Fruit
2025-10-16,Tomato,Vegetables
2025-10-17,Pepper,Vegetables
2025-10-17,Onion,Vegetables
2025-10-17,Potato,Vegetables
2025-10-17,Pepper,Vegetables
2025-10-17,Onion,Vegetables
2025-10-17,Potato,Vegetables
2025-10-17,Chocolate,Other
2025-10-17,Sweet Potato,Vegetables
2025-10-18,Kidney Bean,Other
2025-10-18,Coffee,Other
2025-10-18,Potato,Vegetables
2025-10-18,Pepper,Vegetables
2025-10-18,Onion,Vegetables
2025-10-18,Mushroom,Vegetables
2025-10-18,Sweetcorn,Vegetables
2025-10-18,Potato,Vegetables
2025-10-18,Chocolate,Other
2025-10-19,Coffee,Other
2025-10-19,Avocado,Fruit
2025-10-19,Hazelnut,Other
2025-10-19,Chocolate,Other
2025-10-19,Excluded,
2025-10-19,Chocolate,Other
2025-10-20,Flaxseed,Other
2025-10-20,Sunflower Seed,Other
2025-10-20,Mango,Fruit
2025-10-20,Raspberries,Fruit
2025-10-20,Carrot,Vegetables
2025-10-20,Potato,Vegetables
2025-10-20,Excluded,
2025-10-20,Rice,Other
2025-10-20,Spring Onion,Vegetables
2025-10-20,Broccoli,Vegetables
2025-10-20,Sweetcorn,Vegetables
2025-10-20,Pistachio,Other
2025-10-20,Chocolate,Other
2025-10-21,Coffee,Other
2025-10-21,Oats,Other
2025-10-21,Almond,Other
2025-10-21,Coconut,Other
2025-10-21,Sunflower Seed,Other
2025-10-21,Cranberries,Fruit
2025-10-21,Blueberries,Fruit
2025-10-21,Strawberries,Fruit
2025-10-22,Almond,Other
2025-10-23,Coffee,Other
2025-10-24,Banana,Fruit
2025-10-25,Potato,Vegetables
2025-10-25,Carrot,Vegetables
2025-10-25,Chocolate,Other
2025-10-25,Pecan,Other
2025-10-25,Mushroom,Vegetables
2025-10-25,Grape,Fruit
2025-10-25,Potato,Vegetables
2025-10-25,Tomato,Vegetables
2025-10-26,Coffee,Other
2025-10-26,Avocado,Fruit
2025-10-26,Broccoli,Vegetables
2025-10-26,Sweetcorn,Vegetables
2025-10-26,Popcorn,Other
2025-10-26,Apple,Fruit
2025-10-26,Walnut,Other
2025-10-26,Chocolate,Other
2025-10-26,Chocolate,Other
2025-10-26,Rice,Other
2025-10-27,Broccoli,Vegetables
2025-10-27,Sweetcorn,Vegetables
2025-10-27,Oats,Other
2025-10-27,Peanut,Other
2025-10-27,Pumpkin Seed,Other
2025-10-27,Blackberries,Fruit
2025-10-27,Blueberries,Fruit
2025-10-27,Raspberries,Fruit
2025-10-27,Excluded,
2025-10-29,Tomato,Vegetables
2025-11-01,Coffee,Other
2025-11-01,Rice,Other
2025-11-01,Carrot,Vegetables
2025-11-01,Almond,Other
2025-11-01,Parsnip,Vegetables
2025-11-02,Oats,Other
2025-11-02,Peanut,Other
2025-11-02,Cranberries,Fruit
2025-11-02,Sunflower Seed,Other
2025-11-02,Strawberries,Fruit
2025-11-02,Blackberries,Fruit
2025-11-02,Blueberries,Fruit
2025-11-02,Excluded,
2025-11-02,Chocolate,Other
2025-11-02,Coffee,Other
2025-11-03,Peas,Vegetables
2025-11-03,Potato,Vegetables
2025-11-04,Pistachio,Other
2025-11-04,Flaxseed,Other
2025-11-04,Pumpkin Seed,Other
2025-11-04,Banana,Fruit
2025-11-04,Raspberries,Fruit
2025-11-04,Avocado,Fruit
2025-11-04,Grape,Fruit
2025-11-04,Rice,Other
2025-11-04,Pak Choi,Vegetables
2025-11-04,Broccoli,Vegetables
2025-11-04,Pecan,Other
2025-11-04,Oats,Other
2025-11-04,Mushroom,Vegetables
2025-11-05,Apple,Fruit
2025-11-05,Mango,Fruit
2025-11-05,Coconut,Other
2025-11-05,Walnut,Other
2025-11-05,Brazil Nut,Other
2025-11-05,Rice,Other
2025-11-05,Pak Choi,Vegetables
2025-11-05,Broccoli,Vegetables
2025-11-05,Carrot,Vegetables
2025-11-05,Potato,Vegetables
2025-11-06,Haricot Bean,Other
2025-11-06,Coffee,Other
2025-11-06,Oats,Other
2025-11-06,Tomato,Vegetables
2025-11-07,Tomato,Vegetables
2025-11-07,Popcorn,Other
2025-11-07,Edamame,Other
2025-11-09,Mushroom,Vegetables
2025-11-09,Chocolate,Other
2025-11-09,Almond,Other
2025-11-09,Pepper,Vegetables
2025-11-09,Onion,Vegetables
2025-11-10,Hazelnut,Other
2025-11-10,Chocolate,Other
2025-11-10,Potato,Vegetables
2025-11-10,Broccoli,Vegetables
2025-11-10,Excluded,
2025-11-11,Avocado,Fruit
2025-11-11,Oats,Other
2025-11-11,Peanut,Other
2025-11-11,Cranberries,Fruit
2025-11-11,Raspberries,Fruit
2025-11-11,Strawberries,Fruit
2025-11-11,Blueberries,Fruit
2025-11-11,Pumpkin Seed,Other
2025-11-11,Rice,Other
2025-11-11,Kidney Bean,Other
2025-11-12,Banana,Fruit
2025-11-12,Haricot Bean,Other
2025-11-12,Chocolate,Other
2025-11-12,Walnut,Other
2025-11-13,Mushroom,Vegetables
2025-11-13,Peas,Vegetables
2025-11-13,Broccoli,Vegetables
2025-11-13,Pak Choi,Vegetables
2025-11-13,Excluded,
2025-11-13,Sweet Potato,Vegetables
2025-11-14,Coffee,Other
2025-11-14,Mango,Fruit
2025-11-14,Cherries,Fruit
2025-11-14,Sunflower Seed,Other
2025-11-14,Coconut,Other
2025-11-14,Onion,Vegetables
2025-11-14,Pepper,Vegetables
2025-11-14,Sweet Potato,Vegetables
2025-11-14,Pecan,Other
2025-11-14,Chocolate,Other
2025-11-14,Rice,Other
2025-11-14,Sweetcorn,Vegetables
2025-11-14,Peanut,Other
2025-11-14,Excluded,
2025-11-15,Sweet Potato,Vegetables
2025-11-15,Pepper,Vegetables
2025-11-15,Onion,Vegetables
2025-11-16,Avocado,Fruit
2025-11-16,Hazelnut,Other
2025-11-16,Chocolate,Other
2025-11-16,Broccoli,Vegetables
2025-11-16,Blueberries,Fruit
2025-11-16,Strawberries,Fruit
2025-11-16,Pumpkin Seed,Other
2025-11-16,Coconut,Other
2025-11-16,Raspberries,Fruit
2025-11-16,Popcorn,Other
2025-11-16,Almond,Other
2025-11-16,Chocolate,Other
2025-11-16,Potato,Vegetables
2025-11-17,Oats,Other
2025-11-17,Peanut,Other
2025-11-17,Blackberries,Fruit
2025-11-17,Banana,Fruit
2025-11-17,Cranberries,Fruit
2025-11-17,Sunflower Seed,Other
2025-11-17,Haricot Bean,Other
2025-11-17,Walnut,Other
2025-11-17,Olive,Vegetables
2025-11-17,Tomato,Vegetables
2025-11-18,Coffee,Other
2025-11-18,Mushroom,Vegetables
2025-11-18,Grape,Fruit
2025-11-18,Pistachio,Other
2025-11-19,Apple,Fruit
2025-11-19,Onion,Vegetables
2025-11-19,Pepper,Vegetables
2025-11-21,Oats,Other
2025-11-21,Blueberries,Fruit
2025-11-21,Cherries,Fruit
2025-11-21,Coconut,Other
2025-11-21,Pecan,Other
2025-11-21,Chocolate,Other
2025-11-22,Chocolate,Other
2025-11-29,Coffee,Other
2025-11-29,Sweet Potato,Vegetables
2025-11-29,Brussels Sprout,Vegetables
2025-11-30,Walnut,Other
2025-12-01,Peanut,Other
2025-12-01,Cranberries,Fruit
2025-12-01,Sunflower Seed,Other
2025-12-01,Blueberries,Fruit
2025-12-01,Oats,Other
2025-12-01,Raspberries,Fruit
2025-12-01,Pistachio,Other
2025-12-01,Cucumber,Vegetables
2025-12-01,Brussels Sprout,Vegetables
2025-12-01,Rice,Other
2025-12-01,Chocolate,Other
2025-12-01,Coconut,Other
2025-12-03,Banana,Fruit
2025-12-03,Potato,Vegetables
2025-12-03,Chocolate,Other
2025-12-03,Brazil Nut,Other
2025-12-04,Oats,Other
2025-12-04,Cherries,Fruit
2025-12-04,Peanut,Other
2025-12-04,Blueberries,Fruit
2025-12-04,Cranberries,Fruit
2025-12-04,Coffee,Other
2025-12-04,Pumpkin Seed,Other
2025-12-06,Banana,Fruit
2025-12-06,Kiwi,Fruit
2025-12-06,Chocolate,Other
2025-12-06,Almond,Other
2025-12-06,Raspberries,Fruit
2025-12-06,Strawberries,Fruit
2025-12-06,Sunflower Seed,Other
2025-12-06,Flaxseed,Other
2025-12-06,Coconut,Other
2025-12-06,Carrot,Vegetables
2025-12-06,Potato,Vegetables
2025-12-07,Blackberries,Fruit
2025-12-07,Blueberries,Fruit
2025-12-07,Pumpkin Seed,Other
2025-12-07,Pecan,Other
2025-12-07,Rice,Other
2025-12-07,Hazelnut,Other
2025-12-08,Coffee,Other
2025-12-08,Chocolate,Other
2025-12-13,Almond,Other
2025-12-13,Rice,Other
2025-12-13,Broccoli,Vegetables
2025-12-13,Kale,Vegetables
2025-12-13,Pine Nut,Other
2025-12-13,Oats,Other
2025-12-13,Peanut,Other
2025-12-13,Sunflower Seed,Other
2025-12-13,Cranberries,Fruit
2025-12-13,Strawberries,Fruit
2025-12-13,Raspberries,Fruit
2025-12-13,Coconut,Other
2025-12-13,Kidney Bean,Other
2025-12-13,Chocolate,Other
2025-12-13,Brazil Nut,Other
2025-12-14,Banana,Fruit
2025-12-14,Mushroom,Vegetables
2025-12-14,Avocado,Fruit
2025-12-14,Oats,Other
2025-12-14,Pistachio,Other
2025-12-14,Blueberries,Fruit
2025-12-14,Pumpkin Seed,Other
2025-12-14,Blackberries,Fruit
2025-12-14,Cherries,Fruit
2025-12-14,Pepper,Vegetables
2025-12-14,Walnut,Other
2025-12-14,Coffee,Other
2025-12-14,Onion,Vegetables
2025-12-14,Rice,Other
2025-12-15,Hazelnut,Other
2025-12-15,Chocolate,Other
2025-12-15,Tomato,Vegetables
2025-12-16,Oats,Other
2025-12-16,Blackberries,Fruit
2025-12-16,Strawberries,Fruit
2025-12-16,Coconut,Other
2025-12-16,Pumpkin Seed,Other
2025-12-16,Pecan,Other
2025-12-16,Coffee,Other
2025-12-18,Rice,Other
2025-12-19,Tomato,Vegetables
2025-12-20,Mushroom,Vegetables
2025-12-20,Oats,Other
2025-12-20,Blueberries,Fruit
2025-12-20,Raspberries,Fruit
2025-12-20,Cherries,Fruit
2025-12-20,Sunflower Seed,Other
2025-12-20,Coconut,Other
2025-12-20,Peanut,Other
2025-12-20,Potato,Vegetables
2025-12-20,Aubergine,Vegetables
2025-12-20,Courgette,Vegetables
2025-12-20,Coffee,Other
2025-12-20,Pepper,Vegetables
2025-12-20,Chocolate,Other
2025-12-25,Broccoli,Vegetables
2025-12-25,Parsnip,Vegetables
2025-12-25,Carrot,Vegetables
2025-12-25,Potato,Vegetables
2025-12-25,Chocolate,Other
2025-12-25,Coffee,Other
2025-12-26,Brazil Nut,Other
2025-12-26,Strawberries,Fruit
2025-12-26,Blackberries,Fruit
2025-12-26,Pumpkin Seed,Other
2025-12-26,Flaxseed,Other
2025-12-26,Almond,Other
2025-12-26,Pistachio,Other
2025-12-26,Potato,Vegetables
2025-12-26,Broccoli,Vegetables
2025-12-27,Hazelnut,Other
2025-12-27,Chocolate,Other
2025-12-27,Oats,Other
2025-12-27,Peanut,Other
2025-12-27,Raspberries,Fruit
2025-12-27,Cherries,Fruit
2025-12-27,Blueberries,Fruit
2025-12-27,Cranberries,Fruit
2025-12-27,Sunflower Seed,Other
2025-12-27,Coconut,Other
2025-12-27,Rice,Other
2025-12-27,Avocado,Fruit
2025-12-27,Tomato,Vegetables
2025-12-29,Potato,Vegetables
2025-12-29,Watermelon,Fruit
2025-12-31,Coffee,Other
2025-12-31,Banana,Fruit
2025-12-31,Coffee,Other
2025-12-31,Banana,Fruit
2025-12-31,Apple,Fruit
2025-12-31,Chocolate,Other
2025-12-31,Walnut,Other
2026-01-01,Coffee,Other
2026-01-01,Haricot Bean,Other
2026-01-01,Mushroom,Vegetables
2026-01-01,Grape,Fruit
2026-01-01,Pecan,Other
2026-01-01,Potato,Vegetables
2026-01-01,Peas,Vegetables
2026-01-01,Carrot,Vegetables
2026-01-01,Turnip,Vegetables
2026-01-02,Almond,Other
2026-01-02,Coffee,Other
2026-01-02,Onion,Vegetables
2026-01-02,Avocado,Fruit
2026-01-02,Brazil Nut,Other
2026-01-02,Potato,Vegetables
2026-01-02,Green Beans,Vegetables
2026-01-02,Pistachio,Other
2026-01-03,Coffee,Other
2026-01-03,Blackberries,Fruit
2026-01-03,Pumpkin Seed,Other
2026-01-03,Cranberries,Fruit
2026-01-03,Coconut,Other
2026-01-03,Blueberries,Fruit
2026-01-03,Raspberries,Fruit
